text,true_label,pred_label
fcc proposes 1 2m indecency fine for fox washington federal regulators proposed a record indecency fine of nearly 1 2 million tuesday against fox broadcasting co for an episode of its reality series married by america that included graphic scenes from bachelor and bachelorette parties,1,3
ljubicic downs hanescu at open de moselle top seeded ivan ljubicic of croatia beat victor hanescu of romania 6 4 6 4 tuesday in the first round of the open de moselle,1,2
will your phone become your credit card motorola is working with mastercard to introduce a lifestyle changing credit card phone by year s end,4,3
intel posts higher profit sales computer chip maker intel corp said yesterday that earnings for its third quarter were 1 9 billion up 15 percent from the same quarter a year ago but the company cautioned that computer processor demand in the united states is likely to remain low,4,3
thailand shows no easy war against wildlife crime reuters reuters with an ak 47 assault rifle slung over his shoulder sompong prajobjan roamed one of thailand s lush national parks for more than a decade,4,1
tsmc freescale expect initial production of 65nm soi in 4q 2005 taiwan semiconductor manufacturing company tsmc and freescale semiconductor expect to begin initial production of a high speed 65nm silicon on insulator soi process in the fourth quarter of 2005 with volume production pending on market demand,4,3
sherlock is bicycling across australia perth australia a former british soccer player raising money for a leukemia charity set off wednesday on a coast to coast ride across australia on a victorian era bicycle that is older than the country leukemia survivor lloyd scott dressed up as fictional british supersleuth sherlock holmes complete with tweed coat deerstalker hat and a fake mustache for the 2 700 mile trip from perth to sydney,1,2
excess chips a drag on 3rd quarter intel results intel on tuesday released third quarter financial results showing that it continues to struggle to sell a substantial stockpile of computer chips as demand for personal computers remains slow,3,4
football azerbaijan 0 1 england michael owen heads england s winner in the world cup qualifier against azerbaijan,1,2
ban for former ahold executives dutch retailer ahold s former chairman and its ex finance officer are barred from executive posts as part of a us fraud case settlement,1,3
sony looks under the christmas tree americans will go gadget shopping this holiday season even if oil prices go up sony execs say,4,3
thai minister says zoo 39 s illegal orangutans to be moved jakarta bangkok dpa thailand under growing pressure to repatriate some 100 orangutans allegedly smuggled into the country from indonesia plans to shift the apes from a private zoo to a safe centre probably in chiang mai a minister said on thursday,4,1
oil exports flow as strike woes ease a general strike in nigeria which has raised fears over oil supply from the world 39 s seventh largest exporter will likely end its first phase on thursday quot all going well quot union leaders said,1,3
munro morris face off in nlcs game 2 st louis the houston astros put their hopes in a pitcher untested in the postseason when they give pete munro the ball to start game 2 of the nl championship series on thursday one night after dropping the opener to the st,1,2
fcc exempts fiber to curb from sharing requirements the federal communications commission thursday voted to allow incumbent telephone carriers from sharing fiber to the curb deployments from competitors prompting one incumbent to announce an accelerated fiber rollout,3,4
sun micro posts narrower quarterly loss san francisco reuters network computer maker sun microsystems inc on thursday posted a narrower quarterly loss as revenue rose for the second consecutive quarter on higher sales of servers after three years of declines,3,4
september retail sales up by 1 5 percent washington shoppers got their buying groove back last month propelling sales at the nation s retailers by a strong 1 5 percent it was the best showing since march,1,3
for many airline pilots the thrill is gone while pilots still feel in command in the air they increasingly are feeling slighted on the ground as airlines extract salary and benefits concessions from them,1,3
blockbuster cuts online price challenges netflix reuters reuters video chain blockbuster inc on friday said it would lower the price of its online dvd rentals to undercut a similar move by netflix inc that sparked a stock a sell off of both companies shares,4,3
playing with the traumas of war are games based on the vietnam conflict making us immune to realities of history,4,1
warne takes six but india establish handy lead reuters reuters world test wicket record holder shane warne grabbed six wickets as india established a handy 141 run first innings lead in the second test on saturday,1,2
rugby kiwis earn draw new zealand hold australia 16 16 in the first game of the 2004 tri nations series,1,2
fda orders strong antidepressant warning labels by diedtra henderson washington ap the food and drug administration on friday ordered that all antidepressants carry black box warnings that they increase the risk of suicidal thinking and behavior in children who take them patients and their parents will be given medication guides that include the warning with each new prescription or refill,4,1
kerry to reverse stem cell policy us presidential candidate john kerry says he will make stem cell research a priority dropping george bush s policy,1,4
florida 39 s prepaid tuition program thriving already the biggest of its kind in the country florida 39 s popular prepaid tuition program expects to count its millionth customer during a sign up period that runs monday through jan 31,3,2
toughest athlete is female and unknown you probably haven t heard about one of the toughest endurance sports around the deca ironman that s 38 km swimming immediately followed by an 1800 km bicycle ride and a 420 km run currently the world record stands at about 187 hours held by a german housewife nobody else has ever finished the course below 192 hours,4,2
us consumers unaware of spyware the findings come in a report from the newly formed consumer spyware initiative a joint effort by dell and the non profit internet education foundation that aims to increase awareness of spyware,3,4
wi fi successor is called high speed hype for now san francisco at virtually every turn intel corp executives are heaping praise on an emerging long range wireless technology known as wimax which can blanket entire cities with high speed internet access,3,4
ramirez should be taking it to heart when it comes down to this when it s worse than you could have possibly imagined if you are any kind of ballplayer at all you look within and ask yourself what you can do to make it better,2,4
calif mental health services may expand ap ap as pressures increase on california s mental health system its workers and advocates say they are forced to do more with a supply of money that seems to shrink each year,1,4
google puts desktop search privacy up front google has announced a new desktop search application that enables users to search their e mail files web history and chats perhaps learning from previous mistakes google says it has designed the product quot from the ground up to respect user privacy,3,4
tennis davenport to play on lindsay davenport says she plans to play in the australian open next january,1,2
stocks edge higher as oil prices retreat new york a sharp drop in oil prices gave wall street a modest relief rally monday with stocks edging higher on news that oil production had soared during the month of september investors who have sold stocks for months as oil prices climbed reversed course monday and started buying as the price of crude declined,1,3
usc miami top bcs standings not okla southern california took the top spot monday in the season s first bowl championship series standings and surprisingly miami is ahead of oklahoma in a close race for the second spot oklahoma is no,1,2
ibm posts broad q3 revenue growth new york ibm corp posted quarterly results on monday showing 9 percent revenue growth from last year and slight earnings growth despite a 320 million charge it took during the quarter to settle some claims in a lawsuit over its pension plan,4,3
regulators approve artificial heart the food and drug administration approved the use of an artificial heart made by syncardia systems as a temporary device for people awaiting transplants,4,3
gm protests spread across europe tens of thousands of general motors workers across europe were set to stop working on tuesday in a sign of solidarity with their german colleagues who face massive job cuts,3,1
glazer stake in man utd nears 30 us tycoon malcolm glazer lifts his stake in manchester utd to 28 11 one day after spending 17m on further share buys,1,2
greenspan debt home prices not dangerous the record level of debt carried by american households and soaring home prices do not appear to represent serious threats to the us economy federal reserve chairman alan greenspan said tuesday,4,3
ancient fungus revived in lab fungus from a deep sea sediment core that is hundreds of thousands of years old will grow when placed in culture scientists discover,1,4
feds mum on pre election terror threat ap ap fbi justice department and homeland security department officials aren t talking much about the threat of a terrorist attack to disrupt the election in two weeks,1,4
f1 british grand prix ruled out jackie stewart rejects bernie ecclestone s claims that the british grand prix is dead,1,2
web based kidney match raises ethics questions a colorado man who placed a quot transplant wanted quot ad on a massachusetts based internet site is expected today to receive a kidney donated by a total stranger who simply wanted to do quot something big quot the transaction marks the first time an organ transplant has been brokered by a commercial web company,3,4
motorola quarterly earnings rise motorola inc the world s no 2 maker of cell phones on tuesday said its quarterly profit more than tripled as sales rose 26 percent driven in part by a host of new handset models and cost controls,4,3
sales of industrial robots surging un report geneva worldwide sales of industrial robots surged to record levels in the first half of 2004 after equipment prices fell while labour costs grew the united nations economic commission for europe said in a report to be released today,4,3
court whales have no standing to sue ap ap a federal appeals court decided wednesday that marine mammals have no standing to sue to stop the u s navy from using sonar,4,1
when robots rule the world well not the world maybe but possibly your lawns and kitchens the use of robots especially as domestic help is expected to increase sevenfold by 2007 according to the united nations,4,3
cricket pakistan edge ahead pakistan take a slim lead over sri lanka by the end of the day two in the first test,1,2
alaska 39 s summer tourism pegged at 1 4 million visitors the number of summer visitors to alaska rose from the year before prompting the president of the alaska travel industry association to say tourism appeared to be back on track since leveling off after the 2001 terrorist attacks,3,4
america 39 s curse there is an all but unanswerable case for asserting that the biggest story out of the united states this week has nothing to do with the presidential election has no connection with the flu vaccine shortage and that it does not involve a gay bishop either,2,3
erdogan believes european council 39 s decision will be a milestone paris turkish pm recep tayyip erdogan expressed belief on thursday that the decision that the european council would make on december 17th on whether and when to open negotiations with turkey would be a milestone for not only turkey eu relations,3,1
bank looks to block glazer bid the financial times claims nomura the japanese bank is involved in a plan to raise 200m to block a takeover of man utd by malcolm glazer,3,2
city series ly wounded with the yanks out of the world series the city 39 s economy loses out on at least 40 million according to studies by the controller 39 s office and other city agencies,2,1
sri lanka off to positive start kumar sangakkara s unbeaten fifty revives sri lanka s chances against pakistan,1,2
avis blames it for multimillion dollar loss the car rental company takes a major hit because of problems with it including high costs associated with an erp project,4,3
amazon com net sales jump 29 google reports 52m in net income october 22 2004 idg news service amazon com inc fell a penny short of analysts 39 per share earnings expectations while reporting net sales of 1,4,3
india russia must join hands to develop new tech putin mr vladimir v putin president of the russian federation mr nr narayana murthy chief mentor and chairman infosys and mr nandan nilekani ceo and managing director at the infosys campus in bangalore on sunday,1,3
google 39 s new pc search tool poses risks new york oct 18 2004 people who use public or workplace computers for e mail instant messaging and web searching have a new privacy risk to worry about google 39 s free new tool that indexes a pc 39 s contents for quickly locating data,3,4
miller slams transit funding public transit in toronto will not improve next year despite 81 million in provincial gas tax funding announced yesterday according to mayor david miller,3,2
revolving door lt em gt in lt em gt lt br gt aylwin b lewis president of yum brands as chief executive of kmart,1,3
ontario won 39 t help other provinces squeeze ottawa for more lt b gt lt b gt premier dalton mcguinty sent a shot across the bow of have not provinces sunday warning that ontario will not support efforts to wring billions more in equalization payments out,3,4
approval expected for big cellphone deal federal regulators will formally approve cingular wireless 39 s 41 billion purchase of at amp t wireless today company officials briefed on the matter said over the weekend,4,3
regulators let cingular buy at amp t wireless the 41 billion merger between cingular wireless llc and at amp t wireless services inc won approval from the federal communications commission yesterday according to federal sources close to,4,3
another controversial man utd arsenal game mount st helen 39 s in oregon has been active these last few months but that is nothing compared to the eruption at old trafford on sunday,2,4
hynix s 3q profit more than triples ap ap south korea s hynix semiconductor inc said monday its third quarter net profit more than tripled from same period last year thanks to steady global prices for memory chips,1,4
classmates agrees to 100m buyout united online inc a california based provider of low cost internet subscription services has agreed to buy internet networking company classmates online inc,3,4
spyware opponents win another battle the federal trade commission won an important victory last week in its fight to protect consumers from spyware the software that tracks unsuspecting web surfers bombards them with advertisements and sometimes even steal login information and passwords,3,4
broadcaster donates 36 325 000 to gop ap ap one of the state s biggest broadcasters has given 13 republican county committees 36 325 000 worth of free air time to promote candidates on its radio and television stations throughout california,1,4
miss peru takes miss world crown twenty year old miss peru has been crowned miss world in a southern chinese resort town as china looks to become the regular host of an event that would have once been deemed heretical by its communist leaders,2,1
australia 362 7 v india third test close reuters reuters australia were 362 for seven wickets at the close of play on the first day of their third cricket test against india on tuesday,1,2
lockheed profit jumps on it jet demand lt p gt lt p gt lt p gt new york reuters no 1 u s defense contractor lockheed martin corp lt lmt n gt reported a 41 percent rise in quarterly profit on tuesday beating wall street forecasts as demand soared for its combat aircraft and information technology services lt p gt,4,3
cingular at amp t deal gets an ok from justice usatoday com usatoday com justice department antitrust regulators cleared the way monday for cingular wireless 36 41 billion acquisition of at amp t wireless services awe a crucial step toward creating the nation s largest wireless telephone company,4,3
panasonic toshiba delve into alternate energy a new home heating system from panasonic is based on a hydrogen fuel cell it both heats the house and produces hot water,4,3
e u regulators approve oracle s peoplesoft bid european union antitrust regulators on tuesday cleared oracle corp s hostile 7 7 billion bid for rival business software maker peoplesoft inc removing one of the last major hurdles to the contested takeover proposal,4,3
eu head office trims 2005 growth forecast ap ap the european union s head office issued a bleak economic report tuesday warning that the sharp rise in oil prices will take its toll on economic growth next year while the euro s renewed climb could threaten crucial exports,1,3
microsoft readies next business im server a little over a year after introducing the first version of office live communications server microsoft says it plans to release the next version of its enterprise instant messaging software in december,3,4
facetime imlogic back live communications server 2005 hard on the heels of microsoft announcing that it 39 s taken live communications server 2005 gold instant messaging management software vendors imlogic and facetime on tuesday both touted their support for the communication product,3,4
broadcom taps ex philips executive as ceo scott mcgregor former head of royal philips electronics semiconductor division will replace alan ross who plans to retire,4,3
korean and japanese phone makers win survey amsterdam reuters south korean mobile phone makers continued a rapid move up the global market rankings during the third quarter while growth in the wider mobile phone market slowed a survey found on wednesday,4,3
singapore telecom ties up with malaysia s time dotcom afp afp singapore telecommunications singtel said it has entered into an agreement with malaysia s time dotcom to link their corporate customers through private leased line circuits,4,1
bhp billiton alcoa sell integris metals for 359 million pounds afp afp anglo australian mining giant bhp billiton and alcoa the world s largest aluminium producer have agreed to sell their metal services joint venture integris metals for 660 million dollars 359 million pounds including debt a joint statement said,1,3
henman sails at the swiss indoors lt p gt lt p gt lt p gt by mark ledsom lt p gt lt p gt basel reuters britain s world number four tim henmanwon his opening match at the swiss indoors tennis tournamentwith little difficulty on wednesday beating frenchman antonydupuis 6 3 6 4 lt p gt,1,2
black market in british treasure sold on ebay reuters reuters pieces of britain s past including a second century silver ring and a 500 year old tudor trade weight are among artifacts being peddled daily on the internet to the alarm of experts at the british museum,1,4
report finds handheld device market in continued decline the worldwide market for handheld devices saw its third successive quarter of year over year decline in the third quarter of 2004 according to a new report released by idc,3,4
faces from the 1929 crash new york the people who will forever be associated with the great crash of 1929 were all white male and wealthy but their occupations and ethics varied considerably,3,1
will tellabs push its luck perhaps the optical network supplier should call off its merger with afc,3,4
yahoo debuts mobile search san francisco yahoo quote chart expanded its search empire to the mobile arena with the launch of some additional services the company was one of the original content providers for mobile devices running,3,4
lexmark loss good for consumers lexmark s loss in court on tuesday may mean that consumer electronics companies won t try to use the digital millenium copyright act as an all purpose competition shield anymore consumer advocates say by katie dean,3,4
stability control systems can save lives ap ap stability control systems could save up to 7 000 lives each year if they were standard equipment on all vehicles according to a study by the insurance industry,1,4
sainsbury ultimatum to leeds sebastian sainsbury warned leeds united chiefs today they face the stark choice of accepting his 25million bid or selling elland road,2,3
ryanair agrees to repay 4m in an escrow account for the walloon lt b gt lt b gt vueling writes quot ryanair confirmed it had written to the walloon authorities and agreed to repay 4m in an escrow account until ryanairs appeal is heard and the european courts make a definitive decision on this matter,3,1
aol files lawsuit against im 39 spim 39 america online inc said thursday it had filed a federal lawsuit accusing numerous unnamed defendants of violating federal and state laws by sending bulk messages known as quot spim quot to instant message accounts and internet chat rooms,3,4
racing in an evening gown forbes com forbes com not every driver was dressed formally for the start of this year s bullrun a road rally that begins in london at the marble arch and ends three days later in ibiza spain yet as drivers thrummed their engines nervously on the afternoon of sept 23 waiting for the checkered flag a quick inspection of the field revealed one entrant clad in an oxford shirt and gray pinstripe blazer another sporting a tuxedo and a third me wearing a red couture matthew earnest gown,3,2
aol e mail companies sue spammers the nation 39 s largest e mail providers today filed a new round of lawsuits against internet spammers allegedly responsible for shoveling millions of junk e mail messages into computer users 39 in boxes and their instant messaging screens,3,4
gateway reports smaller quarterly loss gateway inc reported a narrowed net loss in the first quarter as it continues to restructure its operations and integrate its acquisition of emachines still the personal computer and electronics company posted a tiny operating profit its first in nearly three years,4,3
gateway reports smaller net loss as restructuring continues gateway inc reported a narrowed net loss in the first quarter as it continues to restructure its operations and integrate its acquisition of emachines,3,4
blame player not game it was like nothing youd ever exercised your thumbs to before you could do whatever you wanted whenever you wanted the game seemed endless,4,2
sign off then sign in g michael caggiano jr lies awake at night thinking about bank signs he ponders them during breakfast while brushing his teeth and quot constantly quot during the day he says,3,2
eu clears flextronics purchase of units ap ap european union regulators friday cleared singapore s flextronics international ltd the world s largest contract electronics manufacturer to acquire factories from canada s nortel networks corp,1,3
times to scrap broadsheet edition the times is to scrap its broadsheet edition and go tabloid from monday it was confirmed today the decision was made after a trial run of the compact edition proved a success said editor robert thomson,2,3
aol s viral marketing america online will now provide gratis antivirus protection to its subscribers,3,4
danish group 39 s gift criticized a danish group has caused controversy in colombia by publicly donating money to the country 39 s largest marxist guerrilla organization,1,3
the unfolding uniform pakistan is inherently unstable dealing with them is like playing with matches in a forest larry pressler that statement from larry pressler made during his recent visit to india coincided with,1,2
fastrak toll bridge discounts end monday about 70 000 motorists signed up for fastrak the electronic toll collection system since july 1 when tolls went up from 2 to 3,3,4
cast aside candidates grab onto sox coattails by raphael lewis and benjamin gedan globe staff and globe correspondent october 31 2004 republican state senate candidate rod jane of westborough woke up yesterday with a plan to grab some attention from,2,1
the great vegetarian scam ive written before about my struggle to remain a vegetarian on tuesday when i abjure meat for religious reasons hile travelling,4,1
redskins loss bad news for bush great for kerry the washington redskins lost their final home football game before the us presidential election on sunday and that 39 s great news for democratic sen john kerry and bad news for president bush,2,1
med school move delayed to 2007 the msu college of human medicine won 39 t be relocated to grand rapids until at least 2007 and could cost only half as much as university officials originally estimated,3,4
relaxed pot possession bill returns ottawa the long push to reform marijuana laws took a big step forward yesterday as the federal government re introduced legislation decriminalizing possession for personal use,1,3
volkswagen may be close to settling its wage talks volkswagen and its workers entered a critical week in their wage negotiations on monday with signs that a compromise was taking shape even as protests flared at factories across germany,1,3
fleetcenter to be reunion arena it has all the gossipy intrigue and social awkwardness of seating the still respected ex wife and the sexy new girlfriend at the same table for a family wedding,2,1
stocks leap dow up 142 points at open us stocks soared at the open on wednesday as investors bet that george w bush would soon be declared the winner in the tight presidential race despite disputed results in the key state of ohio,3,1
gateway can party like it 39 s 1999 those were heady days they were back in 1999 the bull market was still roaring we hadn 39 t yet heard of hanging or dimpled chads,4,2
delta 39 s aborted crash landing if you 39 ve ever been in an airplane that has to abort a landing you know that it is a completely hair raising disorienting experience,3,4
microsoft browser market share slips slightly microsoft corp 39 s msft o quote profile research share of the browser market slipped slightly in recent months but still dominated with 92,4,3
sia chip sales to hit record flatten worldwide semiconductor sales will hit an all time high in 2004 but stay relatively flat in 2005 before climbing again over the next two years according to the semiconductor industry association,3,4
quick end to us election crucial us president george w bush is on the verge of a re election victory but democratic challenger john kerry is not conceding defeat at least not now,3,1
new eu executive chief announces revamped team the incoming head of the european union 39 s executive body has announced changes to his group of commissioners and says he is ready to go to the european parliament to seek its approval of his team,1,3
locusts devastate mauritania crops others escape reuters reuters crop devouring locusts have caused major damage to cereals in mauritania but other west and central african states have suffered much less than feared from the worst infestation in over a decade the u n said on thursday,4,1
another homicide in holland it is a sad day in what seems to be another politically inspired homicide in holland dutch filmmaker and controversial columnist theo van gogh was brutally murdered in the streets of amsterdam this morning,4,1
argentina basketball coach magnano quits ruben magnano who coached argentina to the olympic basketball gold medal in athens resigned thursday to accept a coaching job in italy,1,2
product previews palmoneupgrades treo with faster chip better display with more than 600 000 units shipped the treo 600 is one of the big smartphone success stories last week palmone introduced the follow on treo 650 with a higher resolution 320 by 320 pixel tft screen which the company claims increases the visible area of the display and makes pictures and documents much clearer the 650 also carries a removable battery 32mb of flash memory and a faster 312mhz intel xscale processor improved multimedia features include a built in mp3 player a digital camera with improved low light capabilities as well as video capture and playback functionality products are expected to ship by years end from some carriers who will add their own services and will be priced at about 499 treo 650 palmone,3,4
money woes foiled beagle 2 shot a report into the loss of british mars probe beagle 2 blames the uk government s failure to commit funds early,4,3
dubai first to breed at risk bird a zoo in the gulf has bred a bird which is threatened by the fast pace of development in the region,4,1
convicted spammer gets nine years in slammer a brother and sister have been convicted of three felony charges of sending thousands of junk e mails one of them was sentenced to nine years in prison the other was fined 7 500,4,3
contradiction in terms how to make beer it s been around for thousands of years it has been worshiped reviled banned and made the cornerstone of economies it has helped us celebrate weep relax and get laid and now we re going to make some a pint a glass an ale a lager a beer,4,1
hope fades for saving 2 boys stuck in mexico cave reuters reuters hopes of rescuing two small boys trapped for five days in a jungle cave faded fast on friday after contact was lost with the brothers and as the cavern flooded in overnight rains,4,1
microsoft braces for crucial tv test comcast trials will provide a big clue about the software giant s prospects for cable success,4,3
ontario gets harsh with school dropouts huntsville ont the ontario government plans to introduce legislation that will require students to stay in school until they reach the age of 18 said the province,3,4
flat screen tv prices are falling for holidays but trend provokes industry unrest panel makers call for drop in retail markups to move units by evan ramstad and gary mcwilliams,4,3
south korea planning huge spending to revive economy report afp afp the south korean government is preparing a huge quot new deal quot spending package in the next few years to revive the country s sagging economy yonhap news agency said,3,1
travelocity says speed is the ticket for growth sam gilliand the chief executive of travelocity talks about the online travel industry the cendant orbitz merger and the woes of the airline industry,4,3
uk train line to be closed for days 39 after fatal derailment a main rail line between london and southwest england will remain closed for a number of days 39 39 as uk police investigate the weekend derailment of a firstgroup plc train in which seven people lost their lives,1,3
study raises stent doubts heart patients aren 39 t more likely to live long term after getting the artery opening tubes called stents according to a study released yesterday by researchers at duke university,3,4
flat screen tv but the booming demand isn 39 t proving profitable for the companies that make the high resolution video panels for electronics retailers it will be the holiday season of the flat screen tv,4,3
pm welcomes eu partnership prime minister manmohan singh arrived in the hague last night to participate in the india european summit quot in recognition of indias growing stature and influence the eu has proposed a strategic partnership with india,3,1
microsoft settles antitrust cases with novell ccia microsoft corp on monday announced antitrust settlements with novell inc and the computer and communications industry association ccia ending years of legal wrangling,4,3
alternative energy ready or not even with a boost from higher oil prices and growing concern about global warming the payoff on most alternative energy technologies seems a ways off,3,4
microsoft makes another antitrust deal software giant settles with novell and the ccia ending years of legal wrangling,4,3
ibm blue gene supercomputer for sale fresh after taking the performance crown and capping a five year 100 million r amp d effort ibm today announced that blue gene is officially going on sale with a starting price of 1,4,3
cellphones outstrip landlines in india afp afp mobile phone users have outstripped traditional landline connections in india the government announced,4,1
conversion rates between ppc paid and organic free results conversion rates between ppc paid and organic free results in a thread over at cre8asite forums named organic vs paid traffic roi there is a discussion going on about the different conversion rates and roi seen between the pay per click traffic paid traffic and organic traffic free traffic i have,4,3
karp team won t buy fan pier for the second time in less than two months a prospective buyer of the prime fan pier land in south boston has pulled out of a deal,3,2
australia in grip of water crisis there is a warning that some of australia s major cities could run out of drinking water,4,1
supreme court asked to hear file sharing arguments the file sharing legal battle has moved to the supreme court with a group composed of labor unions sports leagues and state attorneys general asking for a hearing on a claim brought,4,3
cocoa prices down but ivorian exports still blocked world cocoa prices were down on tuesday but off the day 39 s lows as exports remained on hold after mob violence and military clashes in ivory coast the key global supplier traders said,1,3
cocoa price off ivory coast shot to bits reuters reuters world cocoa prices rose from intraday lows but exports from the ivory coast the key global supplier remain on hold after mob violence and military clashes paralyze business in the west african country traders said on tuesday,3,1
us rate rise locked in for wednesday afp afp the unexpected boom in us job creation in october has locked in an interest rate rise and will likely encourage another tightening in december analysts said,3,1
cisco systems 1st quarter earnings rise reuters reuters cisco systems inc the biggest maker of equipment that directs data over the internet on tuesday said quarterly earnings rose 29 percent on rising demand for its networking gear,3,4
fusion reactor decision must wait six nations planning to build the world s biggest nuclear fusion reactor fail to agree where to site the facility,4,1
verizon brings top speed dsl to 16 more areas dsl at 3mbps debuts in areas within company s existing footprint,4,3
peoplesoft revises third quarter profit oracle target adds 2 6 million to bottom line after tax adjustment related to ex ceo s severance package,4,3
vodafone begins 3g service vodafone launches its third generation services for mobile phones offering video calls music downloads and games,3,4
b old new frontiers northrop grumman corp and boeing co yesterday announced plans to team up to design a vehicle to take astronauts back to the moon and even beyond but they 39 ve got to make one stop first,3,4
patron saint of the nerds st expedite might not even be a true saint but that doesn t stop programmers and job seekers from asking for his help michelle delio reports from new orleans,4,2
cable and wireless to cut 600 jobs shut london headquarters afp afp cable and wireless the struggling british telecoms group said it would cut 600 jobs across europe part company with a top executive and shut its london headquarters,4,3
residents protest nation 39 s first hydrogen refueling station two dozen protesters greeted mayor tony williams and top executives of shell who came to open north america 39 s first hydrogen refueling station,3,1
halo 2 scores record sales of 125 million in first 24 hours halo 2 broke entertainment retail records in its first 24 hours microsoft game studios said that the video game sold through 2 4 million stores in the us and canada raking in 125 million in sales,3,4
prized fossil just a rock with positive and negative results it remains to be seen what type of fossil this company really is,3,4
hit tv series 24 goes from small screen to smaller screen afp afp the hit us television show quot 24 quot is going from the small screen to the smaller after 20th century fox and vodaphone struck a groundbreaking deal to distribute the drama on mobile telephones,4,1
an unknown giant flexes its muscles although virtually unknown in the u s lenovo in talks to buy i b m s personal computer business is china s largest pc maker and the world s fastest growing one,4,3
intel dauphin otellini becomes king intel 39 s board has given the go ahead for the long anticipated shift in power from current ceo craig barrett to current president paul otellini come may 18 otellini will take over the chipmaker and become its fifth ever ceo,3,4
china s inflation rate slows sharply but problems remain afp afp china s inflation rate eased sharply in october as government efforts to cool the economy began to really bite with food prices one of the main culprits showing some signs of slowing official data showed,1,3
bskyb sees profits rise after strong subscriber growth afp afp british satellite broadcaster bskyb said profit rose by 16 percent in the first quarter as the group enjoyed strong subscriber growth in the run up to the key christmas trading period,1,3
donors seek clarity on pa finances donors to the palestinians are asking whether the change of leadership can let more light into palestinian finances,3,1
goldeneye rogue agent golden ea 39 s james bond baddie shooter has left its secret headquarters and taken over the factory like an evil genius announcing his demands electronic arts has let the world know that goldeneye rogue agent has gone gold,4,2
court ruling has fat cats purring the future of horseracing in britain was thrown into confusion this week as a result of a judgment by the european court of justice,4,1
asian rust poses problem to area farmers david martz like many other area farmers just sighed upon hearing the news that asian soybean rust had been discovered in louisiana,3,4
warren tones down his bark 39 39 the views of the host do not necessarily reflect the views of the station or its sponsors 39 39 the browns were not thrilled when warren said he would gladly pay a 50 000 fine to rub out roethlisberger who,2,3
don king productions presents quot battle for supremacy quot on saturday november 13th ten misfits nomads and upstarts seek to wage war or settle the score at the famed madison square garden in new york new york,2,3
indian pm pledges to protect poor from oil driven inflation new delhi indian prime minister manmohan singh pledged to try to shield the poor by keeping down prices of essential goods amid rising inflation,3,1
will hutton there were two stories last week that will have world shaping implications the first was in a paris hospital and a compound in ramallah,3,1
final round in cable isp fight the u s supreme court has agreed to hear whether cable operators must give access to their lines to third party isps michael grebb reports from washington,4,3
safety group closely echoes rail industry documents show that the nation s most influential rail safety group is tightly bound to the railroad industry,1,3
game under fire attacking police officers racial slurs bloody beatings of innocent bystanders is it really just a game in four and a half minutes 14 year old ryan mason ran over a police officer stole his gun and shot and killed three innocent bystanders,4,2
at tuesday 39 s midnight hour you 39 ll find a meteor shower while walking the pooch in the crisp early morning air wednesday you might hear a few snaps perhaps a buzz and maybe even some whistles overhead,4,2
where have all the people gone while media and political attention is on the threat of outsourcing the reality is that outsourcing is a sideshow in a much larger event,3,4
boston archbishop reveals anguish of closings boston boston 39 s archbishop is telling catholics that the church 39 s financial footing is quot much worse than people realize,2,3
ford underlines committed to motorsport despite confirming the successful sale of both jaguar racing and its cosworth engine company to new owners ford motor company has stressed that it remains committed to supporting motorsport at all levels,2,3
fate of cameras on the line virginia s 10 year experiment with red light cameras at traffic intersections expires next year and it is uncertain whether they will be renewed,4,2
dow jones agrees to buy marketwatch in 519 million deal dow jones company the publisher of the wall street journal has agreed to buy marketwatch the parent company of the financial news web site cbs marketwatch for approximately 519 million the companies said today,1,3
microsoft signs two indian deals the announcement came as microsoft chief executive steve ballmer opened the group 39 s new indian headquarters in the city of hyderabad,3,4
car seats measured for whiplash safety using a new dynamic test and a dummy designed especially for rear impact testing the insurance institute for highway safety has rated 73 seat head restraint combinations available in 63 car models sold in the us market,4,3
microsoft open new software development unit in india afp afp microsoft said it will join with india s second largest software firm infosys technologies to provide software and consulting to manufacturing banking and automobile companies,1,4
scansoft to acquire 3 software firms scansoft inc said it plans three acquisitions the company will acquire phonetic systems ltd a provider of automated directory assistance and voice based programs for 35 million in cash and an additional consideration of up to 35 million based on the achievement of performance targets and the potential vesting of a warrant to buy 750 000 common shares art advanced recognition technologies,3,4
you say sell i say potato disgruntled shareholders file suit to force talks with oracle while peoplesoft s two largest shareholders agree to disagree,3,4
motorola buys wireless network developer eyes defense contracts chicago motorola inc is acquiring meshnetworks inc developer of a wi fi based technology that is expected to help land more contracts for its growing government contracting business,3,4
argentina gets china investment china is to invest nearly 20bn 11bn in argentina over the next 10 years argentine officials say,1,3
producer price surge fuels inflation fears producer prices surged 1 7 percent in october their sharpest monthly increase in nearly 15 years,1,3
14 nations to participate in plan to reduce methane thirteen countries agreed yesterday to join a global plan proposed by the bush administration to curb methane emissions by capturing the greenhouse gas and using it as an energy source before it is released into the atmosphere,4,1
china argentina sign 5 cooperation documents china and argentina signed five agreements in buenos aires tuesday that will allow them to expand cooperation in the areas of trade space education tourism and railways,3,1
judge asked to penalize microsoft over e mails burst com asked a us judge to penalize microsoft for destroying e mails it says the world 39 s largest software company should have preserved as evidence in antitrust suits,3,4
